EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
AP1S3=HsaEX0004913	94.42	94.19	89.71	100.00	94.30	100.00	84.23	100.00	98.61	100.00	94.59	100.00
ZNF547=HsaEX7109031	7.14	NA	NA	NA	21.05	NA	NA	NA	6.12	NA	NA	NA
FARP1=HsaEX0024884	NA	NA	NA	NA	40.14	NA	NA	NA	4.63	NA	NA	NA
SLC25A27=HsaEX6047520	100.00	NA	NA	NA	100.00	NA	NA	100.00	71.00	NA	NA	NA
DISP1=HsaEX0019812	NA	NA	NA	NA	78.38	NA	NA	NA	61.91	NA	NA	NA
OBSCN=HsaEX0044540	82.90	92.51	70.16	88.08	77.70	85.67	NA	84.36	77.37	NA	71.92	94.16
OBSCN=HsaEX0044521	94.63	100.00	NA	NA	95.30	90.43	NA	NA	72.89	NA	NA	NA
ELOC=HsaEX7105289	87.19	NA	NA	NA	68.05	NA	NA	NA	79.06	NA	NA	NA
RABGEF1=HsaEX7004200	96.81	92.53	100.00	NA	93.64	100.00	100.00	83.94	92.56	NA	NA	100.00
MPPE1=HsaEX0040013	45.74	46.28	35.53	56.76	59.21	49.11	68.02	65.40	61.75	61.62	63.59	60.03
BACH1=HsaEX7011012	11.69	NA	NA	NA	6.85	NA	NA	NA	0.00	NA	NA	NA
MPV17L=HsaEX0040037	48.71	NA	NA	NA	78.04	NA	100.00	NA	63.77	NA	76.79	65.79
DDX19B=HsaEX0018884	76.41	71.36	74.41	82.68	65.16	67.82	71.83	56.60	70.77	78.35	64.11	69.85
FUK=HsaEX6044667	92.07	84.53	NA	100.00	80.40	84.72	67.58	87.46	89.02	87.54	89.50	89.78
SVOPL=HsaEX6010755	87.21	74.29	100.00	92.33	85.98	92.00	NA	NA	95.35	NA	NA	NA
RAPGEF6=HsaEX7104104	94.67	81.82	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ALDH4A1=HsaEX0003642	100.00	NA	100.00	NA	96.85	93.01	100.00	NA	88.91	79.28	100.00	NA
ZNF761=HsaEX7010668	56.63	NA	NA	NA	46.98	NA	29.22	NA	60.18	NA	NA	48.20
TOR2A=HsaEX0066555	44.63	49.25	37.37	50.00	45.20	52.63	38.64	41.77	44.44	50.88	44.30	38.71
COX6B2=HsaEX7109024	79.18	NA	NA	NA	88.33	NA	100.00	NA	100.00	NA	NA	NA
COX6B2=HsaEX7109025	8.13	NA	5.74	8.11	11.17	12.47	19.08	0.00	1.41	0.00	3.05	0.00
LRRC14=HsaEX7005327	78.15	NA	83.63	74.28	87.10	85.49	89.26	87.65	89.25	88.85	93.36	84.73
TNFSF13=HsaEX7107992	91.32	NA	NA	NA	85.43	75.12	NA	NA	87.93	NA	NA	NA
AMDHD2=HsaEX0003921	92.23	94.74	87.16	95.74	89.92	87.42	100.00	82.61	90.97	86.21	96.43	88.99
ZNF75A=HsaEX0074296	89.19	81.82	91.67	92.86	88.24	77.14	100.00	92.31	90.48	100.00	81.82	86.67
ATXN7L2=HsaEX0007316	10.04	18.54	5.36	9.55	12.66	19.67	3.80	16.19	7.69	5.79	12.45	8.78
KIAA1841=HsaEX0034304	96.80	NA	NA	94.09	94.35	100.00	NA	NA	85.81	NA	NA	NA
DPY30=HsaEX6012794	100.00	NA	NA	NA	69.20	NA	NA	NA	82.16	NA	NA	NA
FSTL1=HsaEX6057871	30.77	NA	NA	NA	40.82	66.63	NA	NA	55.77	NA	64.98	NA
C1orf50=HsaEX0010287	70.21	55.76	78.08	73.70	83.11	81.95	87.86	78.95	72.92	79.28	65.36	74.37
C1orf50=HsaEX0010288	76.59	70.66	75.12	81.16	88.95	89.51	90.21	86.73	84.99	78.53	83.32	94.95
ZNF691=HsaEX0074200	71.82	82.89	63.92	73.18	78.48	92.46	68.19	73.55	73.28	68.08	69.70	84.23
ZNF691=HsaEX0074201	53.81	58.61	67.30	41.96	46.89	41.20	45.02	56.41	47.78	47.99	49.25	45.49
ZNF589=HsaEX0074003	100.00	NA	NA	NA	89.85	84.26	NA	100.00	83.67	NA	80.35	NA
ITGA2=HsaEX6098154	NA	NA	NA	NA	100.00	NA	NA	NA	92.39	NA	NA	NA
SHROOM1=HsaEX0058239	48.38	37.69	60.28	49.39	51.41	50.26	52.21	50.59	52.06	46.80	38.11	65.16
TMEM63C=HsaEX0065931	92.73	NA	NA	NA	90.68	90.24	NA	NA	30.75	NA	NA	NA
NDRG2=HsaEX0042234	92.43	NA	NA	NA	74.33	78.13	70.50	NA	91.15	NA	NA	NA
ZNF202=HsaEX0073172	57.30	NA	57.51	NA	65.36	67.10	70.80	60.48	66.69	71.21	69.42	57.03
XRRA1=HsaEX0071894	86.47	NA	NA	100.00	85.15	89.69	77.11	NA	65.44	NA	NA	60.57
TRIM66=HsaEX6000691	100.00	NA	NA	NA	100.00	NA	NA	NA	83.74	NA	NA	NA
NAV2=HsaEX0041761	100.00	NA	100.00	100.00	90.61	83.61	100.00	90.83	100.00	NA	100.00	NA
ATG16L2=HsaEX0006575	10.81	NA	9.09	18.92	8.71	0.00	NA	NA	10.57	NA	NA	0.00
SLC20A2=HsaEX0058825	10.67	5.51	16.91	6.91	15.18	20.30	12.36	11.27	21.93	15.39	23.60	25.67
TMUB2=HsaEX0066126	51.10	37.93	60.00	51.72	55.20	60.39	43.78	60.52	55.18	67.82	56.66	45.31
KCNAB3=HsaEX7107996	100.00	NA	NA	NA	100.00	NA	NA	NA	91.09	NA	NA	NA
ZNF561=HsaEX0073935	31.25	37.78	31.77	23.11	26.75	30.99	23.90	26.51	32.93	35.88	22.04	42.36
PTEN=HsaEX7006688	19.49	NA	NA	NA	34.77	NA	30.04	NA	36.57	NA	NA	NA
ZMAT3=HsaEX0072844	27.31	17.46	27.99	35.25	30.08	32.36	25.33	29.77	20.31	18.94	13.48	26.75
IQCB1=HsaEX7002190	35.59	NA	NA	NA	26.01	NA	NA	14.29	28.48	NA	26.98	NA
ZBTB21=HsaEX0073374	NA	NA	NA	NA	16.04	NA	NA	NA	15.70	0.00	NA	NA
CHD2=HsaEX0015051	88.72	90.44	81.69	92.89	92.52	90.03	94.69	94.57	96.89	100.00	89.95	100.00
MGA=HsaEX0039059	78.75	74.68	84.69	78.16	87.33	86.71	87.72	87.78	79.88	69.55	90.16	78.78
VSIG10=HsaEX0070709	38.47	NA	41.75	28.57	47.77	NA	41.04	NA	52.91	NA	49.64	63.78
ZNF619=HsaEX6055273	79.78	NA	NA	NA	93.52	84.05	100.00	100.00	85.41	NA	69.63	100.00
LRRC75B=HsaEX0010618	NA	NA	NA	NA	19.05	NA	NA	NA	28.57	NA	NA	NA
ERFE=HsaEX0023956	100.00	NA	NA	NA	100.00	NA	NA	NA	87.44	NA	NA	NA
EFCAB13=HsaEX0009777	NA	NA	NA	NA	88.14	NA	NA	NA	100.00	NA	NA	NA
C17orf62=HsaEX0009793	83.03	74.51	85.00	90.62	92.45	94.74	91.04	91.43	91.80	93.65	90.91	90.48
TMEM107=HsaEX6020821	51.10	44.38	68.31	42.31	48.79	56.30	50.77	39.96	47.40	NA	42.56	51.72
TMTC2=HsaEX6068121	95.97	NA	100.00	NA	96.73	100.00	NA	90.39	89.32	NA	73.20	100.00
PCBP1-AS1=HsaEX0001620	35.44	NA	NA	NA	15.26	NA	NA	NA	21.90	NA	NA	NA
SOCS4=HsaEX0060939	36.99	47.83	47.83	21.43	37.86	30.77	42.86	42.55	35.86	31.82	33.33	38.78
GPR157=HsaEX0028344	29.27	NA	33.33	9.09	26.32	26.92	28.21	23.81	32.86	NA	19.35	39.62
FKRP=HsaEX0025866	7.32	NA	NA	NA	25.00	NA	NA	NA	34.69	NA	NA	NA
DEXI=HsaEX0019313	NA	NA	NA	NA	100.00	NA	NA	NA	73.02	NA	NA	NA
TSPAN10=HsaEX0067617	90.29	NA	NA	91.74	96.52	NA	100.00	NA	90.34	NA	NA	81.90
TANGO2=HsaEX0010606	50.07	54.74	56.56	43.12	53.97	51.69	76.24	41.67	44.57	39.26	52.96	48.99
TANGO2=HsaEX0010607	75.88	71.65	72.24	82.74	78.73	79.87	79.88	76.25	65.26	61.79	67.25	68.89
CHEK2=HsaEX0015152	87.69	90.69	81.47	92.78	89.22	84.74	97.72	86.48	89.33	95.97	81.04	94.11
FAM120C=HsaEX0023876	100.00	NA	100.00	NA	100.00	100.00	100.00	NA	88.58	NA	100.00	78.95
FAM120C=HsaEX6051937	100.00	NA	NA	NA	100.00	100.00	NA	NA	84.08	NA	NA	NA
SEMA4B=HsaEX0057092	97.24	NA	100.00	100.00	97.22	93.53	100.00	100.00	86.43	92.11	91.82	79.28
RAD51D=HsaEX0051916	60.54	63.33	60.00	58.82	76.11	72.92	75.00	77.14	68.37	67.12	71.43	65.08
RAD51D=HsaEX0051917	56.91	56.91	62.94	49.13	67.15	63.55	68.06	67.52	59.13	49.56	63.20	63.42
L3MBTL1=HsaEX0035123	100.00	NA	NA	NA	72.42	NA	NA	NA	NA	NA	NA	NA
BRWD1=HsaEX6006175	100.00	NA	100.00	NA	89.45	100.00	79.37	84.45	90.15	NA	NA	NA
ADAMTSL5=HsaEX6091574	100.00	NA	NA	100.00	93.85	87.10	NA	NA	93.33	100.00	NA	100.00
ZNF529=HsaEX0073875	16.05	23.08	5.26	20.00	29.27	20.00	29.03	NA	30.56	NA	31.03	25.93
ANKRD46=HsaEX0004511	13.40	NA	21.21	4.76	7.80	7.46	4.00	16.67	11.67	6.98	12.50	18.52
ZNF17=HsaEX0073100	52.90	NA	NA	NA	90.90	92.66	NA	NA	80.77	NA	77.78	NA
ZNF17=HsaEX7109033	35.98	NA	NA	NA	71.77	NA	NA	NA	53.89	NA	NA	NA
NUDT17=HsaEX6033271	88.24	NA	NA	76.05	100.00	NA	100.00	100.00	100.00	NA	NA	100.00
PRR5=HsaEX7109175	73.77	64.93	76.61	79.09	83.06	86.08	82.57	77.97	84.09	85.54	85.33	80.23
PRR5=HsaEX7109180	83.14	85.51	NA	85.55	91.64	94.94	92.80	NA	95.58	93.17	100.00	NA
DNAH17=HsaEX6025157	87.35	NA	NA	NA	88.08	NA	81.62	NA	90.14	91.12	82.34	100.00
ZNF559=HsaEX0073931	39.03	NA	NA	NA	52.37	46.38	NA	NA	64.24	59.40	NA	72.94
ZNF559=HsaEX6092694	66.76	NA	73.88	73.84	74.77	70.96	71.24	84.24	74.24	NA	NA	89.38
CLN3=HsaEX0015726	95.14	94.85	98.62	90.52	91.47	98.01	90.68	82.37	88.38	83.74	87.76	92.79
ZNF548=HsaEX0073913	7.66	NA	NA	3.34	13.88	NA	NA	NA	7.89	NA	11.05	0.00
FBF1=HsaEX0024980	12.44	NA	7.48	15.88	27.82	27.18	15.73	NA	30.04	NA	23.60	NA
FBF1=HsaEX0024985	81.82	NA	NA	87.65	47.12	NA	NA	NA	61.96	NA	66.67	NA
PAX8-AS1=HsaEX7001364	85.35	NA	85.46	94.79	92.94	96.28	95.39	NA	87.19	78.17	93.59	89.80
XPNPEP3=HsaEX0071773	36.36	21.82	46.98	41.89	33.62	29.73	38.37	33.61	30.36	30.41	28.97	33.81
CACNA1H=HsaEX6041513	100.00	NA	NA	100.00	87.15	NA	NA	NA	100.00	100.00	NA	NA
CACNA1H=HsaEX6041512	100.00	100.00	100.00	100.00	89.30	100.00	NA	76.15	100.00	NA	100.00	NA
ERI2=HsaEX0023066	57.07	49.82	NA	45.63	58.50	79.80	54.92	44.88	70.99	77.32	72.11	65.95
ARHGEF12=HsaEX6005219	100.00	100.00	100.00	100.00	89.97	80.92	100.00	100.00	100.00	100.00	100.00	100.00
SYNGAP1=HsaEX0063196	45.02	55.55	40.31	33.17	41.37	61.52	36.40	28.72	41.88	36.41	52.94	39.02
ZNF655=HsaEX0074137	64.03	59.07	74.42	60.64	72.56	64.55	81.60	70.33	68.93	72.55	68.10	64.31
SHPK=HsaEX0058219	51.45	52.71	60.78	41.18	54.04	46.96	59.22	58.86	44.31	42.53	46.34	44.19
ZNF695=HsaEX7102396	87.90	90.00	NA	NA	79.41	93.33	NA	NA	78.95	NA	NA	92.86
C5orf56=HsaEX0011199	83.58	NA	NA	NA	92.57	NA	92.11	NA	92.27	NA	100.00	80.92
HHLA3=HsaEX0029929	10.87	0.00	6.67	23.53	5.34	5.08	6.98	3.23	2.33	4.35	0.00	2.70
EME2=HsaEX7008746	18.92	NA	NA	NA	2.70	3.23	4.35	0.00	7.69	4.76	NA	NA
CCDC180=HsaEX0034152	54.84	NA	NA	NA	68.00	NA	NA	NA	NA	NA	NA	NA
CCDC180=HsaEX6062043	91.30	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA
CCDC180=HsaEX6062042	92.00	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA
SFI1=HsaEX0057603	97.29	100.00	100.00	92.86	96.03	95.99	91.42	100.00	88.64	83.95	81.97	100.00
ZNF607=HsaEX0074027	76.92	NA	NA	NA	79.10	88.89	NA	NA	89.29	91.30	NA	89.47
ZNF607=HsaEX0074028	83.33	79.31	76.92	93.55	82.35	82.61	92.31	74.19	82.72	87.10	66.67	93.75
ZNF607=HsaEX0074029	80.49	73.91	69.23	93.94	80.95	76.47	87.88	79.49	92.31	92.31	100.00	86.67
HOXC4=HsaEX0030376	6.12	NA	NA	NA	24.32	NA	NA	NA	22.22	NA	NA	NA
RYR2=HsaEX6037591	100.00	NA	NA	NA	89.96	NA	NA	NA	100.00	NA	NA	NA
