TAF2_EX_UPDO_GENE	TAF2_IN_UPDO_GENE	dIDR_EX_UPDO_GENE	dIDR_IN_UPDO_GENE	SRRM2_EX_UPDO_GENE	SRRM2_IN_UPDO_GENE	BG_GENEs
NA	NA	NA	NA	NA	NA	PEA15
NA	NA	NA	NA	NA	NA	ACP6
NA	NA	NA	NA	NA	NA	KIF26B
NA	NA	NA	NA	NA	NA	TFB2M
NA	NA	NA	NA	NA	NA	CNST
NA	NA	NA	NA	NA	NA	MAPKAPK2
NA	NA	NA	NA	NA	NA	MRPL55
NA	NA	NA	NA	NA	NA	PEX13
NA	NA	NA	NA	NA	NA	SANBR
NA	NA	NA	NA	NA	NA	MEMO1
NA	NA	NA	NA	NA	NA	DUSP19
NA	NA	NA	NA	NA	NA	NUP35
NA	NA	NA	NA	NA	NA	ACTG2
NA	NA	NA	NA	NA	NA	COQ8A
NA	NA	NA	NA	NA	NA	SGCB
NA	NA	NA	NA	NA	NA	BBS5
NA	NA	NA	NA	NA	NA	PACRGL
NA	NA	NA	NA	NA	NA	SCNM1
NA	NA	NA	NA	NA	NA	BOLA3
NA	NA	NA	NA	NA	NA	CDC42EP3
NA	NA	NA	NA	NA	NA	CCNYL1
NA	NA	NA	NA	NA	NA	DCAF16
NA	NA	NA	NA	NA	NA	CGGBP1
NA	NA	NA	NA	NA	NA	ABRAXAS1
NA	NA	NA	NA	NA	NA	GPR155
NA	NA	NA	NA	NA	NA	CLDN1
NA	NA	NA	NA	NA	NA	LINC01116
NA	NA	NA	NA	NA	NA	KBTBD8
NA	NA	NA	NA	NA	NA	POGLUT1
NA	NA	NA	NA	NA	NA	EIF4E3
NA	NA	NA	NA	NA	NA	TMEM183A
NA	NA	NA	NA	NA	NA	KRTCAP2
NA	NA	NA	NA	NA	NA	CCT3
NA	NA	NA	NA	NA	NA	TMEM79
NA	NA	NA	NA	NA	NA	SSR2
NA	NA	NA	NA	NA	NA	RNF25
NA	NA	NA	NA	NA	NA	NEK10
NA	NA	NA	NA	NA	NA	AZI2
NA	NA	NA	NA	NA	NA	TGFBR2
NA	NA	NA	NA	NA	NA	CHCHD4
NA	NA	NA	NA	NA	NA	SGO2
NA	NA	NA	NA	NA	NA	PRKCI
NA	NA	NA	NA	NA	NA	EIF5A2
NA	NA	NA	NA	NA	NA	PPM1L
NA	NA	NA	NA	NA	NA	ICA1L
NA	NA	NA	NA	NA	NA	SNHG16
NA	NA	NA	NA	NA	NA	RYBP
NA	NA	NA	NA	NA	NA	GTPBP8
NA	NA	NA	NA	NA	NA	NEPRO
NA	NA	NA	NA	NA	NA	SPICE1
NA	NA	NA	NA	NA	NA	CDS1
NA	NA	NA	NA	NA	NA	GMPS
NA	NA	NA	NA	NA	NA	SLMAP
NA	NA	NA	NA	NA	NA	SMIM14
NA	NA	NA	NA	NA	NA	RBM47
NA	NA	NA	NA	NA	NA	GYG1
NA	NA	NA	NA	NA	NA	RYK
NA	NA	NA	NA	NA	NA	SNRK
NA	NA	NA	NA	NA	NA	ZDHHC3
NA	NA	NA	NA	NA	NA	DTX3L
NA	NA	NA	NA	NA	NA	ZNF148
NA	NA	NA	NA	NA	NA	ZMYM6
NA	NA	NA	NA	NA	NA	MEAF6
NA	NA	NA	NA	NA	NA	SNIP1
NA	NA	NA	NA	NA	NA	RPN1
NA	NA	NA	NA	NA	NA	RFC4
NA	NA	NA	NA	NA	NA	SLBP
NA	NA	NA	NA	NA	NA	UBXN7
NA	NA	NA	NA	NA	NA	RNF168
NA	NA	NA	NA	NA	NA	PIGX
NA	NA	NA	NA	NA	NA	ERMAP
NA	NA	NA	NA	NA	NA	BDH2
NA	NA	NA	NA	NA	NA	ABHD18
NA	NA	NA	NA	NA	NA	MON1A
NA	NA	NA	NA	NA	NA	RAD54L2
NA	NA	NA	NA	NA	NA	PITX2
NA	NA	NA	NA	NA	NA	CEP44
NA	NA	NA	NA	NA	NA	TMEM144
NA	NA	NA	NA	NA	NA	ARFIP1
NA	NA	NA	NA	NA	NA	ANAPC10
NA	NA	NA	NA	NA	NA	ABCE1
NA	NA	NA	NA	NA	NA	PRMT9
NA	NA	NA	NA	NA	NA	MOCS2
NA	NA	NA	NA	NA	NA	ELOVL7
NA	NA	NA	NA	NA	NA	NDUFAF2
NA	NA	NA	NA	NA	NA	CCDC112
NA	NA	NA	NA	NA	NA	CMBL
NA	NA	NA	NA	NA	NA	C5orf63
NA	NA	NA	NA	NA	NA	WDR41
NA	NA	NA	NA	NA	NA	NDUFS4
NA	NA	NA	NA	NA	NA	GRPEL2
NA	NA	NA	NA	NA	NA	ARSK
NA	NA	NA	NA	NA	NA	RHOBTB3
NA	NA	NA	NA	NA	NA	GPX8
NA	NA	NA	NA	NA	NA	CFAP97
NA	NA	NA	NA	NA	NA	TENT2
NA	NA	NA	NA	NA	NA	UBLCP1
NA	NA	NA	NA	NA	NA	CCDC127
NA	NA	NA	NA	NA	NA	SLC35A1
NA	NA	NA	NA	NA	NA	CGAS
NA	NA	NA	NA	NA	NA	CREBRF
NA	NA	NA	NA	NA	NA	PDSS2
NA	NA	NA	NA	NA	NA	STXBP5
NA	NA	NA	NA	NA	NA	STK17A
NA	NA	NA	NA	NA	NA	TRA2A
NA	NA	NA	NA	NA	NA	BMT2
NA	NA	NA	NA	NA	NA	SLU7
NA	NA	NA	NA	NA	NA	RP9
NA	NA	NA	NA	NA	NA	KCNK5
NA	NA	NA	NA	NA	NA	MIOS
NA	NA	NA	NA	NA	NA	BRI3
NA	NA	NA	NA	NA	NA	HNF4G
NA	NA	NA	NA	NA	NA	PEX2
NA	NA	NA	NA	NA	NA	MED30
NA	NA	NA	NA	NA	NA	SBSPON
NA	NA	NA	NA	NA	NA	SPIDR
NA	NA	NA	NA	NA	NA	ORC5
NA	NA	NA	NA	NA	NA	OSGIN2
NA	NA	NA	NA	NA	NA	TMEM184A
NA	NA	NA	NA	NA	NA	MICALL2
NA	NA	NA	NA	NA	NA	PHAX
NA	NA	NA	NA	NA	NA	ALDH7A1
NA	NA	NA	NA	NA	NA	COX6C
NA	NA	NA	NA	NA	NA	OSR2
NA	NA	NA	NA	NA	NA	FZD6
NA	NA	NA	NA	NA	NA	SLC25A32
NA	NA	NA	NA	NA	NA	GEM
NA	NA	NA	NA	NA	NA	NUDT2
NA	NA	NA	NA	NA	NA	UBAP1
NA	NA	NA	NA	NA	NA	LETM2
NA	NA	NA	NA	NA	NA	METTL2B
NA	NA	NA	NA	NA	NA	FXN
NA	NA	NA	NA	NA	NA	KDM1B
NA	NA	NA	NA	NA	NA	METTL27
NA	NA	NA	NA	NA	NA	SHOC1
NA	NA	NA	NA	NA	NA	KIAA1958
NA	NA	NA	NA	NA	NA	PIGA
NA	NA	NA	NA	NA	NA	GAPVD1
NA	NA	NA	NA	NA	NA	CARD19
NA	NA	NA	NA	NA	NA	ZNF367
NA	NA	NA	NA	NA	NA	NDUFB6
NA	NA	NA	NA	NA	NA	MELK
NA	NA	NA	NA	NA	NA	FBXO33
NA	NA	NA	NA	NA	NA	MARCHF8
NA	NA	NA	NA	NA	NA	SUGT1
NA	NA	NA	NA	NA	NA	ZCCHC24
NA	NA	NA	NA	NA	NA	CRYL1
NA	NA	NA	NA	NA	NA	SKA3
NA	NA	NA	NA	NA	NA	LRR1
NA	NA	NA	NA	NA	NA	KLHDC2
NA	NA	NA	NA	NA	NA	TTC8
NA	NA	NA	NA	NA	NA	NUDT5
NA	NA	NA	NA	NA	NA	ATP5F1C
NA	NA	NA	NA	NA	NA	PRPF18
NA	NA	NA	NA	NA	NA	PDZD8
NA	NA	NA	NA	NA	NA	FAM204A
NA	NA	NA	NA	NA	NA	TMEM52B
NA	NA	NA	NA	NA	NA	ENTR1
NA	NA	NA	NA	NA	NA	HPRT1
NA	NA	NA	NA	NA	NA	BORCS5
NA	NA	NA	NA	NA	NA	DDX21
NA	NA	NA	NA	NA	NA	TRUB1
NA	NA	NA	NA	NA	NA	ZFYVE1
NA	NA	NA	NA	NA	NA	ISCA2
NA	NA	NA	NA	NA	NA	PACSIN3
NA	NA	NA	NA	NA	NA	TTC7B
NA	NA	NA	NA	NA	NA	IFI27L1
NA	NA	NA	NA	NA	NA	PTER
NA	NA	NA	NA	NA	NA	HACD1
NA	NA	NA	NA	NA	NA	ARL5B
NA	NA	NA	NA	NA	NA	R3HCC1L
NA	NA	NA	NA	NA	NA	SPRED1
NA	NA	NA	NA	NA	NA	GPR176
NA	NA	NA	NA	NA	NA	RAB8B
NA	NA	NA	NA	NA	NA	TRMT61A
NA	NA	NA	NA	NA	NA	API5
NA	NA	NA	NA	NA	NA	NOLC1
NA	NA	NA	NA	NA	NA	ARIH1
NA	NA	NA	NA	NA	NA	CUL5
NA	NA	NA	NA	NA	NA	ANAPC16
NA	NA	NA	NA	NA	NA	NUDT13
NA	NA	NA	NA	NA	NA	TRIM44
NA	NA	NA	NA	NA	NA	IFTAP
NA	NA	NA	NA	NA	NA	GARRE1
NA	NA	NA	NA	NA	NA	CDYL2
NA	NA	NA	NA	NA	NA	AKIP1
NA	NA	NA	NA	NA	NA	TMEM41B
NA	NA	NA	NA	NA	NA	NDST2
NA	NA	NA	NA	NA	NA	MCM7
NA	NA	NA	NA	NA	NA	RIMKLB
NA	NA	NA	NA	NA	NA	NDEL1
NA	NA	NA	NA	NA	NA	CENPV
NA	NA	NA	NA	NA	NA	ZNF592
NA	NA	NA	NA	NA	NA	NNMT
NA	NA	NA	NA	NA	NA	AP1G1
NA	NA	NA	NA	NA	NA	SLFN5
NA	NA	NA	NA	NA	NA	SAAL1
NA	NA	NA	NA	NA	NA	CIAO2A
NA	NA	NA	NA	NA	NA	RBPMS2
NA	NA	NA	NA	NA	NA	DCTN5
NA	NA	NA	NA	NA	NA	PATL1
NA	NA	NA	NA	NA	NA	ATP23
NA	NA	NA	NA	NA	NA	ELFN2
NA	NA	NA	NA	NA	NA	STX3
NA	NA	NA	NA	NA	NA	SMAD3
NA	NA	NA	NA	NA	NA	EVA1C
NA	NA	NA	NA	NA	NA	MBD6
NA	NA	NA	NA	NA	NA	CNPY4
NA	NA	NA	NA	NA	NA	DUSP18
NA	NA	NA	NA	NA	NA	PHB1
NA	NA	NA	NA	NA	NA	TMEM92
NA	NA	NA	NA	NA	NA	EEIG1
NA	NA	NA	NA	NA	NA	GOLGA2
NA	NA	NA	NA	NA	NA	TRUB2
NA	NA	NA	NA	NA	NA	COQ4
NA	NA	NA	NA	NA	NA	URM1
NA	NA	NA	NA	NA	NA	SP2
NA	NA	NA	NA	NA	NA	FBXO22
NA	NA	NA	NA	NA	NA	KATNAL2
NA	NA	NA	NA	NA	NA	ZNF91
NA	NA	NA	NA	NA	NA	DUS2
NA	NA	NA	NA	NA	NA	POP5
NA	NA	NA	NA	NA	NA	ATP5MG
NA	NA	NA	NA	NA	NA	TEPSIN
NA	NA	NA	NA	NA	NA	STIM1
NA	NA	NA	NA	NA	NA	FN3K
NA	NA	NA	NA	NA	NA	ZNF226
NA	NA	NA	NA	NA	NA	ZNF180
NA	NA	NA	NA	NA	NA	PPP2R3B
NA	NA	NA	NA	NA	NA	ZNF668
NA	NA	NA	NA	NA	NA	TPM4
NA	NA	NA	NA	NA	NA	MIDN
NA	NA	NA	NA	NA	NA	GATAD2A
NA	NA	NA	NA	NA	NA	TRAPPC2L
NA	NA	NA	NA	NA	NA	ANKRD11
NA	NA	NA	NA	NA	NA	SPATA33
NA	NA	NA	NA	NA	NA	DHRS13
NA	NA	NA	NA	NA	NA	TP53I13
NA	NA	NA	NA	NA	NA	ZNF701
NA	NA	NA	NA	NA	NA	PROSER3
NA	NA	NA	NA	NA	NA	CYP2S1
NA	NA	NA	NA	NA	NA	TRAPPC9
NA	NA	NA	NA	NA	NA	ZNF146
NA	NA	NA	NA	NA	NA	EEF2
NA	NA	NA	NA	NA	NA	CHAF1A
NA	NA	NA	NA	NA	NA	ZNF444
NA	NA	NA	NA	NA	NA	TLCD3A
NA	NA	NA	NA	NA	NA	GLOD4
NA	NA	NA	NA	NA	NA	SLC43A2
NA	NA	NA	NA	NA	NA	C19orf48P
NA	NA	NA	NA	NA	NA	ZNF83
NA	NA	NA	NA	NA	NA	OTUB1
NA	NA	NA	NA	NA	NA	SPRYD3
NA	NA	NA	NA	NA	NA	PRDX2
NA	NA	NA	NA	NA	NA	ZNF232
NA	NA	NA	NA	NA	NA	TK1
NA	NA	NA	NA	NA	NA	TMEM68
NA	NA	NA	NA	NA	NA	KRT10-AS1
NA	NA	NA	NA	NA	NA	GHDC
NA	NA	NA	NA	NA	NA	MLST8
NA	NA	NA	NA	NA	NA	ECI1
NA	NA	NA	NA	NA	NA	ZNF597
NA	NA	NA	NA	NA	NA	DDB1
NA	NA	NA	NA	NA	NA	VPS37C
NA	NA	NA	NA	NA	NA	POLR2G
NA	NA	NA	NA	NA	NA	ATG16L2
NA	NA	NA	NA	NA	NA	SAC3D1
NA	NA	NA	NA	NA	NA	RBPJ
NA	NA	NA	NA	NA	NA	GLYCTK
NA	NA	NA	NA	NA	NA	GNG4
NA	NA	NA	NA	NA	NA	NKIRAS2
NA	NA	NA	NA	NA	NA	PCMTD1
NA	NA	NA	NA	NA	NA	IRF2
NA	NA	NA	NA	NA	NA	ING5
NA	NA	NA	NA	NA	NA	RFWD3
NA	NA	NA	NA	NA	NA	RAB31
NA	NA	NA	NA	NA	NA	FNTA
NA	NA	NA	NA	NA	NA	SERINC2
NA	NA	NA	NA	NA	NA	SNRNP48
NA	NA	NA	NA	NA	NA	SLC20A2
NA	NA	NA	NA	NA	NA	LDLRAD4
NA	NA	NA	NA	NA	NA	PKIG
NA	NA	NA	NA	NA	NA	PPIP5K1
NA	NA	NA	NA	NA	NA	CHTF8
NA	NA	NA	NA	NA	NA	SNTB2
NA	NA	NA	NA	NA	NA	GFM1
NA	NA	NA	NA	NA	NA	ATOH8
NA	NA	NA	NA	NA	NA	USP39
NA	NA	NA	NA	NA	NA	LRRC28
NA	NA	NA	NA	NA	NA	LGALS9
NA	NA	NA	NA	NA	NA	CPLX1
NA	NA	NA	NA	NA	NA	E2F6
NA	NA	NA	NA	NA	NA	HNRNPH1
NA	NA	NA	NA	NA	NA	MECP2
NA	NA	NA	NA	NA	NA	UPF3A
NA	NA	NA	NA	NA	NA	DHRSX
NA	NA	NA	NA	NA	NA	ASMTL
NA	NA	NA	NA	NA	NA	CSNK1G1
NA	NA	NA	NA	NA	NA	FAM110B
NA	NA	NA	NA	NA	NA	ODAD2
NA	NA	NA	NA	NA	NA	UBE2V2
NA	NA	NA	NA	NA	NA	ZBTB43
NA	NA	NA	NA	NA	NA	RAB3B
NA	NA	NA	NA	NA	NA	CA5B
NA	NA	NA	NA	NA	NA	NMD3
NA	NA	NA	NA	NA	NA	MRPL1
NA	NA	NA	NA	NA	NA	MINAR1
NA	NA	NA	NA	NA	NA	SLC33A1
NA	NA	NA	NA	NA	NA	SNUPN
NA	NA	NA	NA	NA	NA	SDC2
NA	NA	NA	NA	NA	NA	MMGT1
NA	NA	NA	NA	NA	NA	PLEKHA2
NA	NA	NA	NA	NA	NA	CLIC4
NA	NA	NA	NA	NA	NA	METTL15
NA	NA	NA	NA	NA	NA	ZEB2
NA	NA	NA	NA	NA	NA	DTWD2
NA	NA	NA	NA	NA	NA	DFFB
NA	NA	NA	NA	NA	NA	LUZP1
NA	NA	NA	NA	NA	NA	NRG4
NA	NA	NA	NA	NA	NA	LIMS1
NA	NA	NA	NA	NA	NA	TAPT1
NA	NA	NA	NA	NA	NA	UGP2
NA	NA	NA	NA	NA	NA	HNRNPF
NA	NA	NA	NA	NA	NA	CSGALNACT2
NA	NA	NA	NA	NA	NA	WNT10B
NA	NA	NA	NA	NA	NA	SYAP1
NA	NA	NA	NA	NA	NA	TPST1
NA	NA	NA	NA	NA	NA	NLGN2
NA	NA	NA	NA	NA	NA	UBE2E3
NA	NA	NA	NA	NA	NA	CNTROB
NA	NA	NA	NA	NA	NA	TMEM192
NA	NA	NA	NA	NA	NA	ZNF778
NA	NA	NA	NA	NA	NA	NIPA1
NA	NA	NA	NA	NA	NA	UBE2E1
NA	NA	NA	NA	NA	NA	SIK2
NA	NA	NA	NA	NA	NA	RNF150
NA	NA	NA	NA	NA	NA	FABP6
NA	NA	NA	NA	NA	NA	PWWP2A
NA	NA	NA	NA	NA	NA	ZNF282
NA	NA	NA	NA	NA	NA	CRTAP
NA	NA	NA	NA	NA	NA	CMTM8
NA	NA	NA	NA	NA	NA	STX8
NA	NA	NA	NA	NA	NA	CDK1
NA	NA	NA	NA	NA	NA	GPRC5C
NA	NA	NA	NA	NA	NA	NUDT9
NA	NA	NA	NA	NA	NA	ELOVL6
NA	NA	NA	NA	NA	NA	EMB
NA	NA	NA	NA	NA	NA	NUDCD2
NA	NA	NA	NA	NA	NA	ARMC10
NA	NA	NA	NA	NA	NA	ACYP2
NA	NA	NA	NA	NA	NA	ATF7
NA	NA	NA	NA	NA	NA	FOXN2
NA	NA	NA	NA	NA	NA	PPM1D
NA	NA	NA	NA	NA	NA	KIAA0232
NA	NA	NA	NA	NA	NA	MSANTD4
NA	NA	NA	NA	NA	NA	NDUFA3
NA	NA	NA	NA	NA	NA	NUDT6
NA	NA	NA	NA	NA	NA	DNAJC24
NA	NA	NA	NA	NA	NA	ZNF160
NA	NA	NA	NA	NA	NA	HAS2
NA	NA	NA	NA	NA	NA	PDGFD
NA	NA	NA	NA	NA	NA	HS6ST2
NA	NA	NA	NA	NA	NA	LRRC8E
NA	NA	NA	NA	NA	NA	TRMT61B
NA	NA	NA	NA	NA	NA	ATP6V0E2
NA	NA	NA	NA	NA	NA	TADA3
NA	NA	NA	NA	NA	NA	TMEM126A
NA	NA	NA	NA	NA	NA	TMEM126B
NA	NA	NA	NA	NA	NA	NETO2
NA	NA	NA	NA	NA	NA	FAM241B
NA	NA	NA	NA	NA	NA	ZNF440
NA	NA	NA	NA	NA	NA	CANT1
NA	NA	NA	NA	NA	NA	EXOSC1
NA	NA	NA	NA	NA	NA	CHD7
NA	NA	NA	NA	NA	NA	TPPP
NA	NA	NA	NA	NA	NA	PDE7B
NA	NA	NA	NA	NA	NA	NAT1
NA	NA	NA	NA	NA	NA	WIPF2
NA	NA	NA	NA	NA	NA	RSL1D1
NA	NA	NA	NA	NA	NA	PTGER4
NA	NA	NA	NA	NA	NA	TBCA
NA	NA	NA	NA	NA	NA	ECEL1
NA	NA	NA	NA	NA	NA	CXXC5
NA	NA	NA	NA	NA	NA	ZNF274
NA	NA	NA	NA	NA	NA	TCEA2
NA	NA	NA	NA	NA	NA	HDAC3
NA	NA	NA	NA	NA	NA	TMEM51
NA	NA	NA	NA	NA	NA	GATM
NA	NA	NA	NA	NA	NA	RHNO1
NA	NA	NA	NA	NA	NA	MLLT3
NA	NA	NA	NA	NA	NA	MRM3
NA	NA	NA	NA	NA	NA	RNASEH1
NA	NA	NA	NA	NA	NA	KLF17
NA	NA	NA	NA	NA	NA	ATPAF2
NA	NA	NA	NA	NA	NA	ZNF554
NA	NA	NA	NA	NA	NA	EPHX4
NA	NA	NA	NA	NA	NA	ORMDL3
NA	NA	NA	NA	NA	NA	EIF2AK3
NA	NA	NA	NA	NA	NA	MOB3A
NA	NA	NA	NA	NA	NA	NME6
NA	NA	NA	NA	NA	NA	CYCS
NA	NA	NA	NA	NA	NA	SLFN12
NA	NA	NA	NA	NA	NA	MTBP
NA	NA	NA	NA	NA	NA	CDC26
NA	NA	NA	NA	NA	NA	LPCAT4
NA	NA	NA	NA	NA	NA	SLCO3A1
NA	NA	NA	NA	NA	NA	SGF29
NA	NA	NA	NA	NA	NA	DIRAS1
NA	NA	NA	NA	NA	NA	PHLDB3
NA	NA	NA	NA	NA	NA	LMNB2
NA	NA	NA	NA	NA	NA	RBIS
NA	NA	NA	NA	NA	NA	RUFY1
NA	NA	NA	NA	NA	NA	LRRC37A3
NA	NA	NA	NA	NA	NA	ANKLE2
NA	NA	NA	NA	NA	NA	MTX3
NA	NA	NA	NA	NA	NA	ZDHHC13
NA	NA	NA	NA	NA	NA	POLE
NA	NA	NA	NA	NA	NA	EPS8L2
NA	NA	NA	NA	NA	NA	TALDO1
NA	NA	NA	NA	NA	NA	RPS6KA3
NA	NA	NA	NA	NA	NA	CHD9
NA	NA	NA	NA	NA	NA	GATD1
NA	NA	NA	NA	NA	NA	MAN1B1
NA	NA	NA	NA	NA	NA	TOP3A
NA	NA	NA	NA	NA	NA	PPFIA3
NA	NA	NA	NA	NA	NA	MIEF2
NA	NA	NA	NA	NA	NA	ZBTB33
NA	NA	NA	NA	NA	NA	SLC25A22
NA	NA	NA	NA	NA	NA	TBL1XR1
NA	NA	NA	NA	NA	NA	PGBD5
NA	NA	NA	NA	NA	NA	C12orf54
NA	NA	NA	NA	NA	NA	ACAD9
NA	NA	NA	NA	NA	NA	CD151
NA	NA	NA	NA	NA	NA	TMEM94
NA	NA	NA	NA	NA	NA	FLII
NA	NA	NA	NA	NA	NA	ANXA2R-OT1
NA	NA	NA	NA	NA	NA	CHID1
NA	NA	NA	NA	NA	NA	SVBP
NA	NA	NA	NA	NA	NA	ZBTB41
NA	NA	NA	NA	NA	NA	RIC8A
NA	NA	NA	NA	NA	NA	ASB8
NA	NA	NA	NA	NA	NA	LRRC75B
NA	NA	NA	NA	NA	NA	IMPDH2
NA	NA	NA	NA	NA	NA	MLF1
NA	NA	NA	NA	NA	NA	NDUFV2
NA	NA	NA	NA	NA	NA	PLEC
NA	NA	NA	NA	NA	NA	RNF212
NA	NA	NA	NA	NA	NA	ZNF543
NA	NA	NA	NA	NA	NA	GALNT11
NA	NA	NA	NA	NA	NA	GEN1
NA	NA	NA	NA	NA	NA	PLEKHM3
NA	NA	NA	NA	NA	NA	ZNF223
NA	NA	NA	NA	NA	NA	BEND3
NA	NA	NA	NA	NA	NA	NT5DC1
NA	NA	NA	NA	NA	NA	P4HTM
NA	NA	NA	NA	NA	NA	GTPBP6
NA	NA	NA	NA	NA	NA	ERN1
NA	NA	NA	NA	NA	NA	ZNF713
NA	NA	NA	NA	NA	NA	PARP10
NA	NA	NA	NA	NA	NA	GRINA
NA	NA	NA	NA	NA	NA	FAM219B
NA	NA	NA	NA	NA	NA	MPI
NA	NA	NA	NA	NA	NA	OPLAH
NA	NA	NA	NA	NA	NA	PFAS
NA	NA	NA	NA	NA	NA	GAK
NA	NA	NA	NA	NA	NA	TUFM
NA	NA	NA	NA	NA	NA	CTC1
NA	NA	NA	NA	NA	NA	C3orf38
NA	NA	NA	NA	NA	NA	TRIML2
NA	NA	NA	NA	NA	NA	FARSA
NA	NA	NA	NA	NA	NA	SAMD4B
NA	NA	NA	NA	NA	NA	CALR
NA	NA	NA	NA	NA	NA	RAD23A
NA	NA	NA	NA	NA	NA	CLK3
NA	NA	NA	NA	NA	NA	ELMOD2
NA	NA	NA	NA	NA	NA	GPC5
NA	NA	NA	NA	NA	NA	EIF3J-DT
NA	NA	NA	NA	NA	NA	MAF1
NA	NA	NA	NA	NA	NA	MYADM
NA	NA	NA	NA	NA	NA	ZNF154
NA	NA	NA	NA	NA	NA	R3HDM2
NA	NA	NA	NA	NA	NA	PTGR3
NA	NA	NA	NA	NA	NA	ZNF48
NA	NA	NA	NA	NA	NA	ANKRD18A
NA	NA	NA	NA	NA	NA	EXOC3
NA	NA	NA	NA	NA	NA	MED14
NA	NA	NA	NA	NA	NA	RCC1
NA	NA	NA	NA	NA	NA	OAZ2
NA	NA	NA	NA	NA	NA	MTURN
NA	NA	NA	NA	NA	NA	ZNF609
NA	NA	NA	NA	NA	NA	CCDC66
NA	NA	NA	NA	NA	NA	EMC3-AS1
NA	NA	NA	NA	NA	NA	ARHGAP45
NA	NA	NA	NA	NA	NA	MIGA1
NA	NA	NA	NA	NA	NA	SLC36A4
NA	NA	NA	NA	NA	NA	PPA1
NA	NA	NA	NA	NA	NA	SCRIB
NA	NA	NA	NA	NA	NA	FAM83H
NA	NA	NA	NA	NA	NA	TCEAL8
NA	NA	NA	NA	NA	NA	MAPK15
NA	NA	NA	NA	NA	NA	ZNF746
NA	NA	NA	NA	NA	NA	POLR2A
NA	NA	NA	NA	NA	NA	DDX60L
NA	NA	NA	NA	NA	NA	WASHC1
NA	NA	NA	NA	NA	NA	RNF135
NA	NA	NA	NA	NA	NA	ACBD4
NA	NA	NA	NA	NA	NA	SGSH
NA	NA	NA	NA	NA	NA	SETD2
NA	NA	NA	NA	NA	NA	MRPS23
NA	NA	NA	NA	NA	NA	COPG1
NA	NA	NA	NA	NA	NA	RELL1
NA	NA	NA	NA	NA	NA	RFX7
NA	NA	NA	NA	NA	NA	RNF41
NA	NA	NA	NA	NA	NA	IBA57
NA	NA	NA	NA	NA	NA	CLDN7
NA	NA	NA	NA	NA	NA	C5orf24
NA	NA	NA	NA	NA	NA	PRKAG1
NA	NA	NA	NA	NA	NA	MRPS11
NA	NA	NA	NA	NA	NA	IDH2
NA	NA	NA	NA	NA	NA	TMEM259
NA	NA	NA	NA	NA	NA	TNRC18
NA	NA	NA	NA	NA	NA	ARL6IP4
NA	NA	NA	NA	NA	NA	SHMT2
NA	NA	NA	NA	NA	NA	B4GALNT4
NA	NA	NA	NA	NA	NA	ZSCAN22
NA	NA	NA	NA	NA	NA	PLCXD1
NA	NA	NA	NA	NA	NA	NXPH4
NA	NA	NA	NA	NA	NA	EXOC7
NA	NA	NA	NA	NA	NA	CEP97
NA	NA	NA	NA	NA	NA	VCF2
NA	NA	NA	NA	NA	NA	ADI1
NA	NA	NA	NA	NA	NA	SATB1
NA	NA	NA	NA	NA	NA	EPGN
NA	NA	NA	NA	NA	NA	PLCB1
NA	NA	NA	NA	NA	NA	PAQR7
NA	NA	NA	NA	NA	NA	ACBD3
NA	NA	NA	NA	NA	NA	COL18A1
NA	NA	NA	NA	NA	NA	RBM10
NA	NA	NA	NA	NA	NA	EWSR1
NA	NA	NA	NA	NA	NA	MTA1
NA	NA	NA	NA	NA	NA	CADM1
NA	NA	NA	NA	NA	NA	SLC25A21
NA	NA	NA	NA	NA	NA	SLC25A10
NA	NA	NA	NA	NA	NA	CAMK1D
NA	NA	NA	NA	NA	NA	GAS6
NA	NA	NA	NA	NA	NA	BEGAIN
NA	NA	NA	NA	NA	NA	CSMD1
NA	NA	NA	NA	NA	NA	RUVBL2
NA	NA	NA	NA	NA	NA	GDPGP1
NA	NA	NA	NA	NA	NA	CCDC125
NA	NA	NA	NA	NA	NA	BCOR
NA	NA	NA	NA	NA	NA	FHL3
NA	NA	NA	NA	NA	NA	NPIPA1
NA	NA	NA	NA	NA	NA	GTF2H2C
NA	NA	NA	NA	NA	NA	ASB7
NA	NA	NA	NA	NA	NA	EP400
NA	NA	NA	NA	NA	NA	UTP11
NA	NA	NA	NA	NA	NA	PSMG1
NA	NA	NA	NA	NA	NA	SFXN4
NA	NA	NA	NA	NA	NA	CMKLR2
NA	NA	NA	NA	NA	NA	ALYREF
NA	NA	NA	NA	NA	NA	TBK1
NA	NA	NA	NA	NA	NA	TBL3
NA	NA	NA	NA	NA	NA	CHEK2
NA	NA	NA	NA	NA	NA	LIN9
NA	NA	NA	NA	NA	NA	NUDT14
NA	NA	NA	NA	NA	NA	FAM3B
NA	NA	NA	NA	NA	NA	KIRREL1
NA	NA	NA	NA	NA	NA	DENND5A
NA	NA	NA	NA	NA	NA	VPS33B
NA	NA	NA	NA	NA	NA	NIPSNAP1
NA	NA	NA	NA	NA	NA	CRELD2
NA	NA	NA	NA	NA	NA	IRAK1
NA	NA	NA	NA	NA	NA	POU6F1
NA	NA	NA	NA	NA	NA	CCSER1
NA	NA	NA	NA	NA	NA	EFNA5
NA	NA	NA	NA	NA	NA	CSF1
NA	NA	NA	NA	NA	NA	MAML2
NA	NA	NA	NA	NA	NA	SS18L1
